,user,post_link,image_link,post_date,likes,media_type,caption,comments,location,is_ad
186,charlotte_briggs17,https://www.instagram.com/p/CHt16qSpwQD,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/125788723_1015229132303213_3981500779619486319_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=wFCiVhCOKbQAX8W3J3u&tp=1&oh=92d82edfb9d1a7d6e367936ab013d930&oe=5FF1C1A7&ig_cache_key=MjQ0NDg0NzMwMDMzNjg3ODU5NQ%3D%3D.2,2020-11-18 03:02:11,896,image,"Was gonna say #wontlookwednesday, but appawently today isn’t Wednesday 🙃 whoops 😅 Could this week go by any slower???? At least I get to see Grandma and Grandpaw on Friday 🥳🥰
—————————
⋆Vest from @Lucyand.co - use code LCHAR15 🤩
⋆Collar from @fi.dogs 
⋆Leash from @sassywoof 
⋆Bow from @pawshionbygigi 
—————————
#小狗 #собака 
#狗 #Цвергшнауцер
.
#dogstagraming #dogsofbark #dogmodel #bestwoof #mydogiscutest
.
#charlottebriggs #
.
#schnauzerworld #schnauzerappreciation #schnauzers #schnauzersofinstagram #miniatureschnauzer
.
#nashvilledogs #toocutepetclub #woofpackbros #unitedpawsgroup #thebarkedclub
.
#mustlovedogs #weeklyfluff #dailyfluff #dogsofinstagram #puppiesofinstagram","What a beautiful pup you areeeee😍; Your weekend sounds like fun 💜💜; I love this vest so much!!!; If any pic ever deserved a ‘Yasss, queen!,’ it’s this one. Yasss, queen!; ",Radnor Lake,False
187,charlotte_briggs17,https://www.instagram.com/p/CHqF-RupI61,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/125306035_658640788088076_7695478680029916255_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=b8-3XsY9pdsAX870vEt&tp=1&oh=1e51297f45c98f770b9bece872d77cd0&oe=5FF2F175&ig_cache_key=MjQ0Mzc5MjAxNzY3ODE3NTkyNQ%3D%3D.2,2020-11-16 16:05:31,825,image,"Psssstttttt I have a secret...if you aren’t charging a higher rate to take pictures (or even get out of bed) on a Monday, you’re doing it wrong 🙃 The hoomans don’t like Monday’s either and just want your cooperation and they’re willing to pay extra for it 😏😏
—————————
⋆Bandana and bow from @wildandtailored - use code Charlotte10 🤩 #onmondayswewearwildandtailored 
⋆Bully twist from @osirispetpanty 😋
⋆PupRug from @paworiginal 🥰
⋆Teepee from @pickleandpolly ⛺️
—————————
#小狗 #собака 
#狗 #Цвергшнауцер
.
#dogstagraming #dogsofbark #dogmodel #bestwoof #mydogiscutest
.
#charlottebriggs #frenchiescider #novemberpups4
.
#schnauzerworld #schnauzerappreciation #schnauzers #schnauzersofinstagram #miniatureschnauzer
.
#nashvilledogs #toocutepetclub #woofpackbros #unitedpawsgroup #thebarkedclub
.
#mustlovedogs #weeklyfluff #dailyfluff #dogsofinstagram #puppiesofinstagram","Good to know pal; Sending this selfie to NASA, because you're a star.; Awwwww CHARK; BABY CHARK DOO DOO DOO DOOO; ","Nashville, Tennessee",False
188,charlotte_briggs17,https://www.instagram.com/p/CHi5P-Rpqda,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/124926046_204456191117300_8092735672585964426_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=DcX0X4I8U4QAX9jWzz6&tp=1&oh=8642b583a893e20e631cc4a5b7fc1b44&oe=5FF30A3C&ig_cache_key=MjQ0MTc2NTczNDI5OTY0MTY5MA%3D%3D.2,2020-11-13 20:59:40,903,image,"Buys a @fi.dogs collar, suddenly becomes an ✨adventure dog✨ 🤣
Mom and I enjoyed a 3 mile nature walk this morning 🙌🏻 My only complaint is that everyone didn’t stop to talk to me 😭😭 How rude! I used my words to tell them how I felt and Mom wasn’t happy with me 🙃 P.S. Guess how many outfit changes I had on the walk lolol
—————————
⋆Bandana and bow from @cadoandme
⋆Leash from @sassywoof
⋆Harness from @eatplaywagco - use code Charlotte10
—————————
#dogstagraming #dogsofbark #dogmodel #bestwoof #mydogiscutest
.
#charlottebriggs #frenchiescider #novemberpups4
.
#schnauzerworld #schnauzerappreciation #schnauzers #schnauzersofinstagram #miniatureschnauzer
.
#nashvilledogs #toocutepetclub #woofpackbros #unitedpawsgroup #thebarkedclub
.
#mustlovedogs #weeklyfluff #dailyfluff #dogsofinstagram #puppiesofinstagram

#buzzfeedanimals #thedodo #animalsdoingthings #radnorlake #fashiondog","Omg gorgeous 💛; 3 miles is a lot. Well done ❤️❤️; Gorgeous photo!❤️🌍; My oh my, mrs char, why don’t u build an ark; ",Radnor Lake,False
189,charlotte_briggs17,https://www.instagram.com/p/CHYmImKprmi,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/123978609_2657653631161786_3958286087253876785_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=rEG2mqygKeYAX8VeFc4&tp=1&oh=d5ad991edc636830e87a422f97ef26f2&oe=5FF2F992&ig_cache_key=MjQzODg2NjkxNDcyNTI0NzM5NA%3D%3D.2,2020-11-09 21:00:13,940,image,"Giving Mom the side eye because she woke me up for a picture when I specifically told her to let me sleep 🙈 Mom says I’m supaw grumpy today 😅 Anyone else grumpy because it’s Monday? 🙃
P.S. @wildandtailored is having their Holiday Launch tonight at 8pm cst 🤩 Everything is SUPAW cute!!! 🎄 Be sure to check it out and use my code Charlotte10 ❤️❤️
—————————
⋆Bandana and bow from @wildandtailored - use code Charlotte10 🥰 #onmondayswewearwildandtailored
⋆PupRug from @paworiginal - use code Charlotte10 ❤️
—————————","💗💗💗; Lolol but like SAME 😂❤️; Your life is like a movie, and I just need some popcorn 🍿; Char oh Char u belong on Hallmark; ","Nashville, Tennessee",False
190,charlotte_briggs17,https://www.instagram.com/p/CHWHHfZpIMH,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/124232342_413986266273591_1090858791395943012_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=qh0h_WvVXI0AX9jSh3_&tp=1&oh=2d01c40e6e38750da444b42283ef1052&oe=5FF416CD&ig_cache_key=MjQzODE2NzU0OTM0NTgyNTU0Mw%3D%3D.2,2020-11-08 21:50:43,949,image,"Quarantine ended for us today and we went straight to Starbucks and then the park for a play date 🙌🏻 It’s been almost two months since I’ve seen my furriends 😱 I’m excited for winter break so Mom can take me more often!!! 🥰 We both needed a break from Brother Mae 🙃🙈😂 My @fi.dogs collar says I got about 23k steps while we were there!!!
————————— 
#狗 #Цвергшнауцер
.
#dogstagraming #dogsofbark #dogmodel #bestwoof #mydogiscutest
.
#charlottebriggs #frenchiescider #novemberpups2 #novemberpups4 #adventuredogsofficial
.
#schnauzerworld #schnauzerappreciation #schnauzers #schnauzersofinstagram #miniatureschnauzer
.
#nashvilledogs #toocutepetclub #woofpackbros #unitedpawsgroup #thebarkedclub
.
#mustlovedogs #weeklyfluff #dailyfluff #dogsofinstagram #puppiesofinstagram","Oh no, hope your quarantine was as fun as mine 😉😘; Enjoy bit stay safe Pal 💜💜; Enjoy the day but stay safe; Char oh char if this ig account doesn’t work out why not become a narc; ",Two Rivers Dog Park,False
191,charlotte_briggs17,https://www.instagram.com/p/CHLsoJDpv1e,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/123424829_399238787780106_9119531770557550412_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=sVe3GUSitRIAX9XPyvQ&tp=1&oh=965beebd5b1321b65f4306f61141b71a&oe=5FF2F4D0&ig_cache_key=MjQzNTIzNjI5NjA3NDM5NDk3NA%3D%3D.2,2020-11-04 20:46:50,789,image,"✨$𝟐𝟎𝟎 𝐕𝐚𝐥𝐮𝐞 𝐆𝐢𝐯𝐞𝐚𝐰𝐚𝐲 𝐰𝐢𝐭𝐡 𝐇𝐨𝐧𝐞𝐬𝐭 𝐊𝐢𝐭𝐜𝐡𝐞𝐧 - CLOSED ✨⁣
Happy #WellnessWednesday Furriends! We are supaw excited because we have pawtnered with @HonestKitchen to give 1 lucky furriend $𝟐𝟎𝟎 𝐨𝐟 𝐟𝐨𝐨𝐝 & 𝐭𝐫𝐞𝐚𝐭𝐬!! We love Honest Kitchen because they are a family-owned company that makes healthy dog food and treats with human grade ingredients. Check out my story to see some of our favorite treats from them! ⁣
——————————————⁣
😋 𝐏𝐫𝐢𝐳𝐞⁣
$200 of @HonestKitchen treats & dog food⁣
——————————————⁣
🐾𝐑𝐮𝐥𝐞𝐬⁣
⋆ Follow me @charlotte_briggs17 and @HonestKitchen⁣
⋆ Like this post and tag at least 1 furriend (1 tag = 1 entry, unlimited entries)⁣
⋆ Giveaway ends Sunday, November 8th at 9pm EST ⁣
⋆ US Only 🇺🇸⁣
——————————————⁣
🎉𝐄𝐱𝐭𝐫𝐚 𝐞𝐧𝐭𝐫𝐢𝐞𝐬⁣
⋆Purchase from @HonestKitchen and dm me proof - 𝟏𝟓𝟎 𝐞𝐧𝐭𝐫𝐢𝐞𝐬⁣
⋆Use any of my codes or referral links located in the link in my bio or story highlights to help support small businesses & dm me proof - 𝟏𝟓𝟎 𝐞𝐧𝐭𝐫𝐢𝐞𝐬⁣
⋆Share this post on your story and mention our giveaway & tag me - 𝟏𝟎 𝐞𝐧𝐭𝐫𝐢𝐞𝐬 (Once every 24 hours)⁣
⋆Share this post on your feed and tag me - 𝟓𝟎 𝐞𝐧𝐭𝐫𝐢𝐞𝐬⁣
——————————————⁣
The winners must provide their full name and mailing address in order to receive their prize. Unfollowing will disqualify you from future giveaways. This giveaway is not affiliated with Instagram. ⁣",@shaggalicious_xo; @zoeythebachelordoodle; @huskynamedsilver; Ur stomach looks like a cow utter; ,"Nashville, Tennessee",False
192,charlotte_briggs17,https://www.instagram.com/p/CHGCNrVpBNp,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/123441079_480908899493407_8474758380501207186_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=Wa4TWk_TngAAX_rcbwo&tp=1&oh=9f90dcd2946f8182e6ba36909eabdff2&oe=5FF35D74&ig_cache_key=MjQzMzY0MjM4NDYyMDUyNDM5Mw%3D%3D.2,2020-11-02 16:00:01,2165,image,"Happy #messybeardmonday y’all! 
Our Monday morning around 12am started out with a bang in the ER Vet last night because I tried to help Mom take out the trash 😅😅 Luckily, Mom caught me eating stuff I shouldn’t be in time, and I’m okay 🙌🏻 Brother Mae bit me when I got back in the car 🙈 Do you think it’s cause he missed me?
P.S. We’re still selling some of my lightly used & new accessories in a variety of sizes (some things are way too big or small for me) on @charlotte_briggs17closet! Make sure to check it out!! ❤️❤️
—————————
⋆Bandana and bow from @wildandtailored - use code Charlotte10 🥰 #onmondayswewearwildandtailored 
⋆Teepee from @pickleandpolly ⛺️ 
⋆PupRug from @paworiginal - use code Charlotte10 ❤️
⋆Shirt from @miamorepets - use code Charlotte10
—————————",You ate the cutest 😍; You can’t scare your mom like that! 🍇 ❌; Stoppppp!!!!! Adorable 😍; You look like triplets 💜💜; ,"Nashville, Tennessee",False
193,charlotte_briggs17,https://www.instagram.com/p/CHD_2AVpeml,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/123140666_383460529684199_9074271251532648654_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=9n7UsONWvSsAX-ixmKS&tp=1&oh=2b21f57b421b5a2c31db77e02e1f1329&oe=5FF3A558&ig_cache_key=MjQzMzA2OTAxMTg1NTMzNzg5Mw%3D%3D.2,2020-11-01 21:00:50,731,image,"𝒯𝓇𝒾𝒸𝓀 𝑜𝓇 𝒯𝓇𝑒𝒶𝓉?
I say 𝒯𝓇𝒾𝒸𝓀 because I hate the bath 🙈 but Mom says 𝒯𝓇𝑒𝒶𝓉 because now we’re supaw soft and smell good 🛁 We’ve just started using @fidospetproducts shampoo & conditioner and have been loving it (well Mom has) 🙌🏻 They have a wide range of bath products and Mom can’t wait to try more! 💕 [#ad]
—————————
#dogsagainstbaths #dogsofinstagram #muttelpet #dogshampoo",I need good bath stuff; Mason look very put out!!; @amc814 Mom said he was a better model than me 😂🙈; ❤️; ,"Nashville, Tennessee",False
194,charlotte_briggs17,https://www.instagram.com/p/CG-vWi-pJQv,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/123028506_657528888293705_742829720167877262_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=a5VeXxZjKS8AX-Apufb&tp=1&oh=9bf68911205a2904433fd2f01d371236&oe=5FF114F7&ig_cache_key=MjQzMTU4OTEwNjM5OTM1MTg1NQ%3D%3D.2,2020-10-30 20:00:31,750,image,"Hiding all of my candy in my teepee so the trick or treaters don’t steal it tomorrow night 🙃
Did you know that there are over 20 million pets in India?! 😱 That’s a lot! However, there is a huge lack of pet products in India. @petpalbuzz is making a difference by raising awareness and helping to educate pet pawrents! Check them out to see how you can help make a change, even if you don’t live in India! 🙌🏻❤️ #sponsored 
—————————
⋆Bandana from @charlieandthehound - use code Charlotte10 🥰
⋆Teepee from @pickleandpolly ⛺️ 
⋆Toys from @patchworkpets - use code Charlotte 🤩
⋆PupRug from @paworiginal - use code Charlotte10 ❤️
—————————
@thewoofagency #petpal #thewoofagency #ad",This is for such a great cause!! We have to check out @petpalbuzz 💖💖; @vegasandclifford ❤️❤️; Those toys look so fun!; Soo cute 😍😍💕; ,,False
195,charlotte_briggs17,https://www.instagram.com/p/CG1GCp0pjAw,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/122734248_268280634586341_4800523691739027766_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=Iq_WgEdykcMAX_8ll3R&tp=1&oh=3f50c14006152819b7cd85e17ee57b97&oe=5FF27B42&ig_cache_key=MjQyODg3NDE0NDY2MDk5MjA0OA%3D%3D.2,2020-10-27 02:06:22,947,image,"My furriend @itsbanjothedoodle says Mondays are da best, but I have to disagree 🙃 
I refused to get up till 2pm today and then got mad Mom wouldn’t let me get back in bed...so I made sure she knew how mad I was during her zoom class 🥰 Love you Mom! Hate you Mondays! ❤️ 
—————————
⋆Pajamas from @hoteldoggy
⋆Bow from @debonairbowandco
—————————
#hoteldoggy #dogsinpajamas #halloween #ihatemondays #naughtydog #halloweenjammies","You look scary and adorable at the same time!!🤩 🎃; So cute🧡. Hehe, you're funny🤣; ❤️; You look so darn cute!; ","Nashville, Tennessee",False
196,charlotte_briggs17,https://www.instagram.com/p/CGyg3Y_pHpI,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/122452481_881561215713742_7939032709977845924_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=qzD9K2XUCqoAX8KzLO7&tp=1&oh=d83521aa3e54c5abde4de0ea58ceb5d5&oe=5FCB72C4,2020-10-26 02:03:09,986,video,"I didn’t sign up for this 🙄😡 I’d like to donate the bath to sister Char next time cause I’m a loving brother 🥰❤️ xo Mason 

#dogsagainstbaths @dogsagainstbaths #thedodo #animalsdoingthings #dogsofinstagram #dogsoftiktok #thisismyhair #schnauzerworld #miniatureschnauzer #schnauzer","Oh no, you can’t gift a bath. 😆; 😂; 🤣🤣🤣🤣🤣😍😍😍😍😍😍😍; Hes shiveering; ",,False
197,charlotte_briggs17,https://www.instagram.com/p/CGs0C8lpoP9,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/122324318_672272070335696_7295984378148984887_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=Yt0ZPPz-OqUAX9fvblT&tp=1&oh=522f8116ac561da42f426b8c29c6cee3&oe=5FF2E359&ig_cache_key=MjQyNjU0MzIwMDE1OTU2NDc5Nw%3D%3D.2,2020-10-23 20:55:12,1221,image,"Told Mom I was optimistic that Brother Mae would get adopted this weekend...but she said that’s impossible cause he’s not up for adoption 😩😭 So now I’m being optimistic that my head will suddenly double in size so I can wear cute pigtail bows 😆😂
—————————
⋆Bandana from @wildandtailored - use code Charlotte10 🥰
⋆Shirt from @pawfect_wear
—————————","Cute pigtail bows they indeed are 💜💜; Cute🥰; Love your pigtail 💕. Oh no, are you trying to get rid of Mason🤣; 😍😍😍; ","Nashville, Tennessee",False
198,charlotte_briggs17,https://www.instagram.com/p/CGqCFsMJdNn,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/122226762_199471044885925_3602730481461735938_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=lkfhTCl7bAsAX9gbP7y&tp=1&oh=14144233cf431283b4088dc874006945&oe=5FF1378A&ig_cache_key=MjQyNTc2MDUzNjQzMTI4NTA5NQ%3D%3D.2,2020-10-22 19:00:11,1026,image,"I’m a devil ladybug 😈🐞 Why? Because Mom doesn’t feel well and I’ve been being really naughty today 🙈 So Mom says I’m being a little demon and that I look funny in dresses so this is my punishment 🙃 Whoops 😅 Do you get in trouble a lot with your pawrents(s)? 🙈
—————————
⋆ @pawpatu ladybug dress from @tjmaxx
⋆Devil horns from @chewy @rubiespetshop
⋆PupRug from @paworiginal - use code Charlotte10 🥰
⋆Teepee from @pickleandpolly 😍 available on @amazon 
—————————",Layla is hell on paws so we can relate😍🤣; This can't be punishment as you look so good ❤️; You didn't look impressed 🤣 but you did look cute❤️. Sometimes being naughty is fun🤣; Love it 🙌❤️; ,"Nashville, Tennessee",False
199,charlotte_briggs17,https://www.instagram.com/p/CGnDuUmpGLN,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/122021197_756770241569555_6258260663398226467_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=QSp0rwDavNcAX-7L6WU&tp=1&oh=ff91708b829ff291daf5b55e487bdab5&oe=5FF1C9B2&ig_cache_key=MjQyNDkyMzMwMTcyMDkwODQ5Mw%3D%3D.2,2020-10-21 15:16:45,1076,image,"See that look in my eyes? 🙃 Yeah that’s because Mom told me I can growl at the people testing our fire alarm in the apartment as much as I want because they were rude to her in an email 😈😈 Challenge accepted Mom! 🙌🏻 I’ll require a puppuccino as payment 😋😋

P.S. All of our furriends look so cute in their fall layering 😍🥺 so Mom decided I have to layer too even though it’s not quite cold enough yet 😂
—————————
⋆Hair Bow from @wildandtailored - use code Charlotte10 🥰
⋆Shirt from @miamorepets - use code Charlotte10 🤩
⋆Bandana from @_lucasandfriends - use code Charlotte10 😘
⋆Vest from @lucyand.co - use code LCHAR15 😉 #Lucyandco",I want your dog 🥺👉🏼👈🏼; You look very fierce; My mom is obsessed with that plant!; Cute outfit 🧡. Good job on giving tude👏👏; ,"Nashville, Tennessee",False
200,happilyheatherj,https://www.instagram.com/p/CIQpWj-lxc5,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/129215001_715561692672200_2771832225957312289_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=mizhHtOzzmEAX-__EJI&se=7&tp=1&oh=08603ab8646a304cfa38b80a9e81e112&oe=5FF25CA3&ig_cache_key=MjQ1NDY0MzY2NzI4MzQxNjg4OQ%3D%3D.2,2020-12-01 15:25:49,670,image,"Hello December and the first significant amount of snow we have seen in western Pennsylvania. I have such a love hate relationship with snow. It is beautiful to look at and I love snowboarding, but hate being cold and driving in it. Do you love snow? What is your favorite thing about snow?

#snowday #snowallday #lifeoutside #lifeinsquares #simpleandstill #hellodecember #christmasdecor #chridtmasdecorations #christmasmugs #targetstyle #targetfinds #christmastrees #deckthehalls #falalalala #ohfudge #pennsylvania",I hate winter and the cold but on the positive side the snow is beautiful to look at .Since I’m retired now I don’t have to drive to work in it anymore .; @smallwood8860 I hate driving in it! I think it is pretty to look at though; I do love this cup; ♥️; ,,False
201,happilyheatherj,https://www.instagram.com/p/CH-c7hZl8lV,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/125923810_153678389824950_2593236204010513150_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=_X7HcfNjeeAAX9fTgop&tp=1&oh=395d90957904cb7547640ac924741473&oe=5FF383C3&ig_cache_key=MjQ0OTUyMjQ4Mjk1MDQyNDkxNw%3D%3D.2,2020-11-24 13:50:56,822,image,"It's beginning to look at lot like Christmas 🎄 I'm so excited to finally take my @kingofchristmas table top trees out of the box and start decorating. I am obsessed with anything flocked. These trees are gorgeous! Do you prefer regular trees or flocked? Check out the link in my bio to see all their beautiful trees and decorations.

#kingofchristmas #sponsored #deckthehalls #falalalala #christmasdecorations #christmasdecor #flockedchristmastree #lifeinsquares #theeverygirl #homedecor #simpleandstill #christmaslights #merryandbright #targetdollarspot #targetfinds #moodygrams #christmascheer",@they.get.it all the cozy vibes 🙌; @happilyheatherj they are bomb I want them for my tv console 😂 like putting them side by side 😍😍😍; @anniesblogworld They would look so nice there!; So beautiful 🌿; ,"Pittsburgh, Pennsylvania",False
202,happilyheatherj,https://www.instagram.com/p/CHsdPTgl3Zq,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/125498331_830662151041531_7900977160128661512_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=78JCxdEh8xMAX_RE1Tn&se=7&tp=1&oh=58919e4db2e688bbc8120ed0ba26d6d9&oe=5FF2AB96&ig_cache_key=MjQ0NDQ1NzI4OTU0NzM5MTcyOQ%3D%3D.2,2020-11-17 14:07:18,775,sidecar,"When it gets cold out all I want to do is bake. I have loved baking for as long as I can remember. What is your favorite thing to bake? Thanks to @zulay_kitchen for #gifting me a 5 piece spatula set to make scraping down bowls and mixing a breeze. The spatulas  are silicon on the outside but have a sturdy stainless steel core. Use code happilyheatherj10 to save 10% on all your kitchen gaget needs. I included the recipe below for my oatmeal cookies 

1 cups all-purpose flour

2 teaspoons  cinnamon to taste

1/2 teaspoon baking soda

1/4 teaspoon salt

1/2 cup unsalted butter softened to room temperature

1/2 cup packed brown sugar

1/4 cup granulated sugar

1 large egg

1 tablespoon honey

2 teaspoons vanilla

1 and 1/2 cups oatmeal 

2/3 cup raisins

Instructions

In a medium bowl, whisk together the flour, cinnamon, nutmeg, baking soda and salt.

In a large bowl using an electric mixer, beat together the butter, brown sugar and white sugar until fluffy (about 2 minutes).

Beat in the honey, vanilla extract and egg.

With the mixer on low speed, beat the flour mixture into the butter mixture.

Mix in the oats, followed by the raisins. The dough will be sticky.

Cover the bowl with plastic wrap, and refrigerate for 30 minutes or overnight.

When ready to bake, preheat the oven to 350F degrees. Line 2 cookie sheets with parchment paper.

Using a cookie scoop or tablespoon, form the dough into balls of about 1 to 2 tablespoons and place 2 inches apart on the lined cookie sheets.

Bake 1 tray at a time, on the middle rack of the oven for 9-11 minutes or until the tops look just set. 

Remove from the oven and cool fully on the cookie tray.",Mmmm love this! ❤️; @tazakitchenware Thank you! Who doesn't love cookies; these look delicious!; Good morning 🔥🔥; ,,False
203,happilyheatherj,https://www.instagram.com/p/CHc_TGclvB7,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/124375816_122842862744486_5004867615818207780_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=QX3HqZn8qikAX_nMnD_&se=7&tp=1&oh=325d51d101c9f9a454d3b034721edaf4&oe=5FF24DD7&ig_cache_key=MjQ0MDEwMzQ4NzY1MDMyODY5OQ%3D%3D.2,2020-11-11 13:57:04,696,image,"Who else is ready to decorate for Christmas already! I know I am. I am even more excited that my @kingofchristmas box has arrived. They have the most beautiful flocked trees I have ever seen. I cannot wait to unbox this and start decorating. I have two smaller pre lit flocked trees, a wreath and garland. Stay tuned to see what is in the box. Check out the link in my bio to see all their amazing products. 
.
.
.
.

#kingofchristmas #sponsored #christmas #christmasinnovember #deckthehalls #christmasdecor #christmasdecorations #decorfriends #myhomevibes #greyhomedecor #beautifuldecorstyles #flockedchristmastree #eastcoastblogger #lifeinsquares #christmasiscoming #homeinspo #mymodernfarmhouse",Bacana; Adorie; Can’t wait to see!; Flocked trees are my favorite!! 🌲; ,"Pittsburgh, Pennsylvania",False
204,happilyheatherj,https://www.instagram.com/p/CHNf7YCF5-j,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/123549374_717860462155821_1379023650550550561_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=CPBD990N6GcAX9_BX8k&se=7&tp=1&oh=71efe6db5f2b5311e8b0c647dc438baa&oe=5FF1D402&ig_cache_key=MjQzNTc0MzM5MzE3MzE4NDQxOQ%3D%3D.2,2020-11-05 13:34:21,706,image,"How cute are these shampoo and conditioner bars from @vioribeauty I have the floral scent and it smells amazing. They come in reusable bamboo holders and the brand has an amazing message behind them. They got the inspiration for their product from a women's tribe and have kept the tradition alive. These would make an anazing gift for the eco-friendly people in your life. Have you tried shampoo bars instead of bottles? 

Code TRYVIORI saves you 10%
.
.
.
.

#gifted #giftideas #lifestyleblogger #lifeinsquares #viori #vioribeauty #allnatural #sustainablelifestyle #shampoobar #ecofriendly #skincare #flatlay #simpleandstill #greytones #naturalskincare #eastcoastblogger #holidaygiftguide #plasticfree",Adorei; Cool; It’s super cute ☺️; Beautiful 👍🏼; ,"Pittsburgh, Pennsylvania",False
205,happilyheatherj,https://www.instagram.com/p/CHIYJwCFM_S,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/123366185_683609392561014_4185446237085461862_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=4c3U8rijhG8AX_RezsA&se=7&tp=1&oh=d932c9e91bf69239933e5b34929e0cf2&oe=5FF1A598&ig_cache_key=MjQzNDMwMTgyMTc1OTgzNjExNA%3D%3D.2,2020-11-03 13:50:12,683,image,"We have finally finished re-doing our living room and I couldn't be happier. My corner of the couch is so cozy and inviting for my morning coffee with the cold weather pushing me back indoors. I'm also excited to start putting up Christmas decorations! When is it actually acceptable to start Christmas decorating? 
.
.
.
.

#greyhomedecor #greyhome #cozyseason #cozy #raedunn #lifeinsquares #eastcoastblogger #homeinspo #coffee #cozyvibes #momentsofcalm #flashesofdelight #greytones",@jenalee_fit I agree 🎄; @lynneah.mojica Thank you. I'm usually the day after Thanksgiving but this year I'm impatient; @farm.to.family Yed girl 🙌; WOoooow; ,,False
206,happilyheatherj,https://www.instagram.com/p/CG7m8YplSEe,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/e35/122821131_390497081987986_4041987666679997842_n.jpg?_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=HiPWMpSzqMAAX-GVTCB&tp=1&oh=0f365cbcbda63885764d408f1ed0d2e2&oe=5FF385B5&ig_cache_key=MjQzMDcwNzY5OTI5OTk4MzY0Ng%3D%3D.2,2020-10-29 14:49:19,751,image,"If you could sum up fall in one picture, this would be it. It was a perfect day to get in one last beautiful fall hike. What is your favorite fall activity?
.
.
.
.

#lifestyleblogger #eastcoastblogger #westernpa #lifeoutdoors #sheroams #lifeinsquares #fallhikes #fallleaves #crunchyleaves #momentsofcalm #fallvibes #hikingadventures #hikingviews #getoutthere #adventureawaits #landscapes #landscapephotography",Love it! The colors here changed way to fast; Beautiful place to run 🐕; Wild camping 💚❇️💚; All these autumn colours!! 😍😍; ,,False
